id,institute,program,program_specifics,seat_type,opening_rank,closing_rank,year,round
4379,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2064,3129,2019,2
4381,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,288,332,2019,2
4383,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1244,1550,2019,2
4385,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,715,1109,2019,2
4387,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,439,555,2019,2
4389,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,3155,4342,2019,2
4391,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",EWS,401,430,2019,2
4393,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1335,1775,2019,2
4395,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,639,1030,2019,2
4397,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,115,245,2019,2
4399,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,95,216,2019,2
4401,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),4,5,2019,2
4402,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,18,25,2019,2
4403,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,56,133,2019,2
4405,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),4,9,2019,2
4406,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,40,88,2019,2
4408,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),1,1,2019,2
4409,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,30,45,2019,2
4411,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1254,2012,2019,2
4413,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,128,157,2019,2
4415,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,620,886,2019,2
4417,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,312,567,2019,2
4419,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,139,342,2019,2
4420,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1831,3158,2019,2
4422,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,289,291,2019,2
4424,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1099,1581,2019,2
4426,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",SC,481,1133,2019,2
4428,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",ST,55,613,2019,2
4430,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2220,4534,2019,2
4432,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),111,111,2019,2
4433,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",EWS,399,412,2019,2
4435,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,869,1607,2019,2
4437,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",SC,650,872,2019,2
4439,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",ST,136,222,2019,2
4441,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),4,4,2019,2
4442,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,90,188,2019,2
4444,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,16,17,2019,2
4446,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,45,83,2019,2
4448,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,8,48,2019,2
4450,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,16,28,2019,2
4452,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,741,1924,2019,2
4454,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),82,154,2019,2
4455,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,145,167,2019,2
4457,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,370,838,2019,2
4459,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,59,520,2019,2
4461,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,127,253,2019,2
4463,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,3224,4059,2019,2
4465,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,349,384,2019,2
4467,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1520,1990,2019,2
4469,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",SC,696,1160,2019,2
4471,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",ST,633,705,2019,2
4473,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,3429,4827,2019,2
4475,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",EWS,427,466,2019,2
4477,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1367,1985,2019,2
4479,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",SC,382,1048,2019,2
4481,Indian Institute of Technology Roorkee,Civil Engineering,"4 Years, Bachelor of Technology",ST,189,264,2019,2
4483,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,234,412,2019,2
4485,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),13,15,2019,2
4486,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,30,33,2019,2
4488,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,135,195,2019,2
4490,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),5,5,2019,2
4491,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,71,102,2019,2
4493,Indian Institute of Technology Roorkee,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,42,68,2019,2
4495,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,852,1197,2019,2
4497,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),39,47,2019,2
4499,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",EWS,82,104,2019,2
4501,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,290,567,2019,2
4503,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),43,43,2019,2
4504,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,140,391,2019,2
4506,Indian Institute of Technology Roorkee,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,99,199,2019,2
4508,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1677,2579,2019,2
4510,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),91,101,2019,2
4511,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,186,202,2019,2
4513,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,610,1067,2019,2
4515,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,512,654,2019,2
4517,Indian Institute of Technology Roorkee,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,269,329,2019,2
4519,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,4075,5163,2019,2
4521,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,481,521,2019,2
4523,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1952,2334,2019,2
4525,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",SC,1232,1356,2019,2
4527,Indian Institute of Technology Guwahati,Chemical Engineering,"4 Years, Bachelor of Technology",ST,537,733,2019,2
4529,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,4794,5844,2019,2
4531,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",EWS,550,584.1,2019,2
4533,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1992,2300,2019,2
4535,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",SC,821,1178,2019,2
4537,Indian Institute of Technology Guwahati,Civil Engineering,"4 Years, Bachelor of Technology",ST,266,304,2019,2
4539,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,398,588,2019,2
4541,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),29,31,2019,2
4542,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,37,41,2019,2
4544,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,137,288,2019,2
4546,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,62,176,2019,2
4548,Indian Institute of Technology Guwahati,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,70,117,2019,2
4550,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN,1144,1597,2019,2
4552,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),66,66,2019,2
4553,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",EWS,107,119,2019,2
4555,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL,573,744,2019,2
4557,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),46,46,2019,2
4558,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",SC,281,503,2019,2
4560,Indian Institute of Technology Guwahati,Electronics and Communication Engineering,"4 Years, Bachelor of Technology",ST,228,314,2019,2
4562,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,2028,3156,2019,2
4564,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,266,302,2019,2
4566,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,936,1355,2019,2
4568,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,634,793,2019,2
4570,Indian Institute of Technology Guwahati,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,352,402,2019,2
4572,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,440,1687,2019,3
4574,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),84,123,2019,3
4575,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,146,165,2019,3
4577,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,565,1092,2019,3
4579,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),42,42,2019,3
4580,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",SC,168,604,2019,3
4582,Indian Institute of Technology Bombay,Chemical Engineering,"4 Years, Bachelor of Technology",ST,271,484,2019,3
4584,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,747,2896,2019,3
4586,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),61,61,2019,3
4587,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",EWS,220,236,2019,3
4589,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,663,1203,2019,3
4591,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),35,35,2019,3
4592,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",SC,30,577,2019,3
4594,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST,76,132,2019,3
4596,Indian Institute of Technology Bombay,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),3,3,2019,3
4597,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,1,63,2019,3
4599,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),1,1,2019,3
4600,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,3,6,2019,3
4602,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),1,1,2019,3
4603,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,7,37,2019,3
4605,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),1,1,2019,3
4606,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,3,21,2019,3
4608,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),3,3,2019,3
4609,Indian Institute of Technology Bombay,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,1,15,2019,3
4611,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,196,998,2019,3
4613,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),30,30,2019,3
4614,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,73,100,2019,3
4616,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,234,477,2019,3
4618,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,82,250,2019,3
4620,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",SC (PwD),2,2,2019,3
4621,Indian Institute of Technology Bombay,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,65,135,2019,3
4623,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1243,1886,2019,3
4625,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),134,134,2019,3
4626,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,215,242,2019,3
4628,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,631,1239,2019,3
4630,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",SC,303,753,2019,3
4632,Indian Institute of Technology Delhi,Chemical Engineering,"4 Years, Bachelor of Technology",ST,102,333,2019,3
4634,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,1121,3332,2019,3
4636,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),43,60,2019,3
4637,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",EWS,280.1,331,2019,3
4639,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,497,1258,2019,3
4641,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),19,19,2019,3
4642,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",SC,50,665,2019,3
4644,Indian Institute of Technology Delhi,Civil Engineering,"4 Years, Bachelor of Technology",ST,20,74,2019,3
4646,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,2,93,2019,3
4648,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),2,3,2019,3
4649,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,7,12,2019,3
4651,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,17,65,2019,3
4653,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),3,3,2019,3
4654,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,22,39,2019,3
4656,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,3,19,2019,3
4658,Indian Institute of Technology Delhi,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST (PwD),1,1,2019,3
4659,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,498,1221,2019,3
4661,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),32,32,2019,3
4662,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,85,113,2019,3
4664,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,155,606,2019,3
4666,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),21,21,2019,3
4667,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,57,310,2019,3
4669,Indian Institute of Technology Delhi,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,8,108,2019,3
4671,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2309,3425,2019,3
4673,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,301,314,2019,3
4675,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1151,1727,2019,3
4677,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,591,1015,2019,3
4679,Indian Institute of Technology Kharagpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,373,571,2019,3
4680,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,3593,4662,2019,3
4682,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",EWS,413,440,2019,3
4684,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1018,1812,2019,3
4686,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,626,892,2019,3
4688,Indian Institute of Technology Kharagpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,239,263,2019,3
4690,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,204,283,2019,3
4692,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),6,6,2019,3
4693,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,20,20,2019,3
4695,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS (PwD),3,3,2019,3
4696,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,81,119,2019,3
4698,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),8,8,2019,3
4700,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,17,72,2019,3
4702,Indian Institute of Technology Kharagpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,17,39,2019,3
4703,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1518,2207,2019,3
4705,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),72,72,2019,3
4706,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,162,168,2019,3
4708,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,787,907,2019,3
4710,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,114,453,2019,3
4712,Indian Institute of Technology Kharagpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,149,268,2019,3
4713,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,2064,3129,2019,3
4715,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,288,332,2019,3
4717,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1244,1550,2019,3
4719,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",SC,715,1109,2019,3
4721,Indian Institute of Technology Kanpur,Chemical Engineering,"4 Years, Bachelor of Technology",ST,439,555,2019,3
4723,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,3155,4342,2019,3
4725,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",EWS,401,430,2019,3
4727,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1335,1775,2019,3
4729,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",SC,639,1030,2019,3
4731,Indian Institute of Technology Kanpur,Civil Engineering,"4 Years, Bachelor of Technology",ST,115,245,2019,3
4733,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,95,216,2019,3
4735,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),4,5,2019,3
4736,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,18,25,2019,3
4737,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,56,133,2019,3
4739,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL (PwD),4,9,2019,3
4740,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,40,88,2019,3
4742,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC (PwD),1,1,2019,3
4743,Indian Institute of Technology Kanpur,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,30,45,2019,3
4745,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,1254,2035,2019,3
4747,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,128,157,2019,3
4749,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,620,886,2019,3
4751,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,312,567,2019,3
4753,Indian Institute of Technology Kanpur,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,139,342,2019,3
4754,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,1831,3158,2019,3
4756,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,289,291,2019,3
4758,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1099,1581,2019,3
4760,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",SC,481,1133,2019,3
4762,Indian Institute of Technology Madras,Chemical Engineering,"4 Years, Bachelor of Technology",ST,55,613,2019,3
4764,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN,2220,4534,2019,3
4766,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),111,111,2019,3
4767,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",EWS,399,412,2019,3
4769,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",OBC-NCL,869,1607,2019,3
4771,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",SC,650,872,2019,3
4773,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",ST,136,222,2019,3
4775,Indian Institute of Technology Madras,Civil Engineering,"4 Years, Bachelor of Technology",ST (PwD),4,4,2019,3
4776,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OPEN,90,188,2019,3
4778,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",EWS,16,17,2019,3
4780,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",OBC-NCL,45,83,2019,3
4782,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",SC,8,48,2019,3
4784,Indian Institute of Technology Madras,Computer Science and Engineering,"4 Years, Bachelor of Technology",ST,16,28,2019,3
4786,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN,741,1924,2019,3
4788,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OPEN (PwD),82,154,2019,3
4789,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",EWS,145,167,2019,3
4791,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,370,838,2019,3
4793,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",SC,59,520,2019,3
4795,Indian Institute of Technology Madras,Mechanical Engineering,"4 Years, Bachelor of Technology",ST,127,253,2019,3
4797,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OPEN,3224,4059,2019,3
4799,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",EWS,349,384,2019,3
4801,Indian Institute of Technology Roorkee,Chemical Engineering,"4 Years, Bachelor of Technology",OBC-NCL,1520,1990,2019,3
