Institute,Academic Program Name,Gender,Opening Rank,Closing Rank,Year,Round
IITM,Metallurgical and Materials Engineering,Gender-Neutral,2917,4072,2016,2
IITM,Metallurgical and Materials Engineering (5),Gender-Neutral,4161,4564,2016,2
IITM,Naval Architecture and Ocean Engineering,Gender-Neutral,3515,5062,2016,2
IITM,Naval Architecture and Ocean Engineering (5),Gender-Neutral,5222,5687,2016,2
IITM,Physics (5),Gender-Neutral,1736,3698,2016,2
IIT Gnd,Chemical Engineering,Gender-Neutral,2935,5141,2016,2
IIT Gnd,Civil Engineering,Gender-Neutral,4434,5347,2016,2
IIT Gnd,Computer Science and Engineering,Gender-Neutral,493,1746,2016,2
IIT Gnd,Electrical Engineering,Gender-Neutral,1645,2548,2016,2
IIT Gnd,Materials Science and Engineering,Gender-Neutral,5248,6323,2016,2
IIT Gnd,Mechanical Engineering,Gender-Neutral,2687,3468,2016,2
IIT Patna,Chemical Engineering,Gender-Neutral,6088,6872,2016,2
IIT Patna,Civil Engineering,Gender-Neutral,5738,6634,2016,2
IIT Patna,Computer Science and Engineering,Gender-Neutral,1541,2846,2016,2
IIT Patna,Electrical Engineering,Gender-Neutral,3895,5316,2016,2
IIT Patna,Mechanical Engineering,Gender-Neutral,4359,5607,2016,2
IITR,Applied Mathematics (5),Gender-Neutral,1938,3160,2016,2
IITR,"Architecture (5, B.Arch)",Gender-Neutral,4778,9744,2016,2
IITR,Bio Technology,Gender-Neutral,5301,5912,2016,2
IITR,Chemical Engineering,Gender-Neutral,2383,3793,2016,2
IITR,Civil Engineering,Gender-Neutral,1877,3735,2016,2
IITR,Computer Science and Engineering,Gender-Neutral,294,482,2016,2
IITR,Electrical Engineering,Gender-Neutral,1108,1801,2016,2
IITR,Electronics and Communication Engineering,Gender-Neutral,948,1333,2016,2
IITR,Engineering Physics,Gender-Neutral,2869,3931,2016,2
IITR,Geological Technology (5),Gender-Neutral,6185,6959,2016,2
IITR,Geophysical Technology (5),Gender-Neutral,4328,6382,2016,2
IITR,Mechanical Engineering,Gender-Neutral,1376,2293,2016,2
IITR,Metallurgical and Materials Engineering,Gender-Neutral,4222,5369,2016,2
IITR,Polymer Science and Engineering,Gender-Neutral,4628,6722,2016,2
IITR,Production and Industrial Engineering,Gender-Neutral,3498,4133,2016,2
ISM Dhanbad,Applied Geology (5),Gender-Neutral,6547,7891,2016,2
ISM Dhanbad,Applied Geophysics (5),Gender-Neutral,6760,8007,2016,2
ISM Dhanbad,Chemical Engineering,Gender-Neutral,6181,7052,2016,2
ISM Dhanbad,Civil Engineering,Gender-Neutral,5926,6798,2016,2
ISM Dhanbad,Computer Science and Engineering,Gender-Neutral,1655,3375,2016,2
ISM Dhanbad,Computer Science and Engineering (5),Gender-Neutral,2888,3576,2016,2
ISM Dhanbad,Electrical Engineering,Gender-Neutral,4273,5831,2016,2
ISM Dhanbad,Electronics and Communication Engineering,Gender-Neutral,3421,5272,2016,2
ISM Dhanbad,Electronics and Instrumentation Engineering,Gender-Neutral,5385,6158,2016,2
ISM Dhanbad,Engineering Physics,Gender-Neutral,5420,6879,2016,2
ISM Dhanbad,Environmental Engineering,Gender-Neutral,7559,8101,2016,2
ISM Dhanbad,Mathematics and Computing (5),Gender-Neutral,3580,4375,2016,2
ISM Dhanbad,Mechanical Engineering,Gender-Neutral,3389,5863,2016,2
ISM Dhanbad,Mineral Engineering,Gender-Neutral,5502,8042,2016,2
ISM Dhanbad,Mining Engineering,Gender-Neutral,5528,7569,2016,2
ISM Dhanbad,Mining Machinery Engineering,Gender-Neutral,6583,7797,2016,2
ISM Dhanbad,Petroleum Engineering,Gender-Neutral,5286,6831,2016,2
IIT Ropar,Civil Engineering,Gender-Neutral,4965,6190,2016,2
IIT Ropar,Computer Science and Engineering,Gender-Neutral,898,1585,2016,2
IIT Ropar,Electrical Engineering,Gender-Neutral,3163,3883,2016,2
IIT Ropar,Mechanical Engineering,Gender-Neutral,2995,4669,2016,2
IIT Ropar,Mechanical Engineering (5),Gender-Neutral,4717,5127,2016,2
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),Gender-Neutral,6848,7900,2016,2
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),Gender-Neutral,7084,8088,2016,2
IIT BHU,Ceramic Engineering,Gender-Neutral,4319,7701,2016,2
IIT BHU,Ceramic Engineering (5),Gender-Neutral,7784,8080,2016,2
IIT BHU,Chemical Engineering,Gender-Neutral,3723,4986,2016,2
IIT BHU,Civil Engineering,Gender-Neutral,3629,4771,2016,2
IIT BHU,Civil Engineering with M.Tech. in Structural Engineering (5),Gender-Neutral,4958,5480,2016,2
IIT BHU,Computer Science and Engineering,Gender-Neutral,500,772,2016,2
IIT BHU,Computer Science and Engineering (5),Gender-Neutral,778,880,2016,2
IIT BHU,Electrical Engineering,Gender-Neutral,2059,2704,2016,2
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),Gender-Neutral,2648,3283,2016,2
IIT BHU,Electronics Engineering,Gender-Neutral,1539,2335,2016,2
IIT BHU,Engineering Physics (5),Gender-Neutral,4603,5399,2016,2
IIT BHU,Industrial Chemistry (5),Gender-Neutral,7089,7658,2016,2
IIT BHU,Materials Science and Technology (5),Gender-Neutral,5985,7069,2016,2
IIT BHU,Mathematics and Computing (5),Gender-Neutral,1127,1464,2016,2
IIT BHU,Mechanical Engineering,Gender-Neutral,2303,3356,2016,2
IIT BHU,Mechanical Engineering (5),Gender-Neutral,2395,3672,2016,2
IIT BHU,Metallurgical Engineering,Gender-Neutral,5016,6142,2016,2
IIT BHU,Metallurgical Engineering (5),Gender-Neutral,5980,7064,2016,2
IIT BHU,Mining Engineering,Gender-Neutral,6028,7637,2016,2
IIT BHU,Mining Engineering (5),Gender-Neutral,7079,7857,2016,2
IIT BHU,Pharmaceutics (B.Pharma),Gender-Neutral,7814,8511,2016,2
IIT BHU,"Pharmaceutics (5, B.Pharma)",Gender-Neutral,8101,8579,2016,2
IITG,Bio Technology,Gender-Neutral,5394,6713,2016,2
IITG,Chemical Engineering,Gender-Neutral,3034,4324,2016,2
IITG,Chemical Science and Technology,Gender-Neutral,1890,5683,2016,2
IITG,Civil Engineering,Gender-Neutral,3817,4912,2016,2
IITG,Computer Science and Engineering,Gender-Neutral,406,666,2016,2
IITG,Electronics and Communication Engineering,Gender-Neutral,1202,1802,2016,2
IITG,Electronics and Electrical Engineering,Gender-Neutral,1471,1976,2016,2
IITG,Engineering Physics,Gender-Neutral,3004,4447,2016,2
IITG,Mathematics and Computing,Gender-Neutral,726,1110,2016,2
IITG,Mechanical Engineering,Gender-Neutral,2032,2755,2016,2
IIT Bhilai,Computer Science and Engineering,Gender-Neutral,3146,5649,2016,2
IIT Bhilai,Electrical Engineering,Gender-Neutral,5860,6975,2016,2
IIT Bhilai,Mechanical Engineering,Gender-Neutral,5993,7256,2016,2
IIT Goa,Computer Science and Engineering,Gender-Neutral,2790,4499,2016,2
IIT Goa,Electrical Engineering,Gender-Neutral,5503,6325,2016,2
IIT Goa,Mechanical Engineering,Gender-Neutral,5594,6672,2016,2
IIT Palakkad,Civil Engineering,Gender-Neutral,6416,7505,2016,2
IIT Palakkad,Computer Science and Engineering,Gender-Neutral,2818,4751,2016,2
IIT Palakkad,Electrical Engineering,Gender-Neutral,5566,6134,2016,2
IIT Palakkad,Mechanical Engineering,Gender-Neutral,5811,6568,2016,2
IIT Tirupati,Civil Engineering,Gender-Neutral,6500,7407,2016,2
IIT Tirupati,Computer Science and Engineering,Gender-Neutral,2524,4317,2016,2
IIT Tirupati,Electrical Engineering,Gender-Neutral,4547,5949,2016,2
IIT Tirupati,Mechanical Engineering,Gender-Neutral,5691,6411,2016,2
IIT Jammu,Computer Science and Engineering,Gender-Neutral,4743,5729,2016,2
IIT Jammu,Electrical Engineering,Gender-Neutral,6069,7284,2016,2
IIT Jammu,Mechanical Engineering,Gender-Neutral,6683,7399,2016,2
IIT Dharwad,Computer Science and Engineering,Gender-Neutral,2914,5273,2016,2
IIT Dharwad,Electrical Engineering,Gender-Neutral,6121,6823,2016,2
IIT Dharwad,Mechanical Engineering,Gender-Neutral,6219,7195,2016,2
IIT Bhuv,Civil Engineering,Gender-Neutral,5269,6398,2016,3
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),Gender-Neutral,5408,6791,2016,3
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),Gender-Neutral,6078,6945,2016,3
IIT Bhuv,Computer Science and Engineering,Gender-Neutral,1497,2753,2016,3
IIT Bhuv,Electrical Engineering,Gender-Neutral,3124,4664,2016,3
IIT Bhuv,Electronics and Communication Engineering,Gender-Neutral,2529,4144,2016,3
IIT Bhuv,Mechanical Engineering,Gender-Neutral,3372,4888,2016,3
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),Gender-Neutral,5554,5847,2016,3
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),Gender-Neutral,5680,6017,2016,3
IIT Bhuv,Metallurgical and Materials Engineering,Gender-Neutral,6393,7364,2016,3
IITB,Aerospace Engineering,Gender-Neutral,838,1827,2016,3
IITB,Chemical Engineering,Gender-Neutral,422,1450,2016,3
IITB,Chemistry (B.Sc),Gender-Neutral,3323,4776,2016,3
IITB,Civil Engineering,Gender-Neutral,897,2210,2016,3
IITB,Computer Science and Engineering,Gender-Neutral,1,60,2016,3
IITB,Electrical Engineering,Gender-Neutral,22,227,2016,3
IITB,Electrical Engineering with M.Tech. in Communications and Signal Processing (5),Gender-Neutral,249,583,2016,3
IITB,Electrical Engineering with M.Tech. in Microelectronics (5),Gender-Neutral,228,514,2016,3
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),Gender-Neutral,1374,2250,2016,3
IITB,Engineering Physics,Gender-Neutral,6,996,2016,3
IITB,Engineering Physics and M.Tech. with specialization in Nano Science (5),Gender-Neutral,1013,1400,2016,3
IITB,Mechanical Engineering,Gender-Neutral,26,777,2016,3
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),Gender-Neutral,803,901,2016,3
IITB,Metallurgical Engineering and Materials Science,Gender-Neutral,1657,2916,2016,3
IITB,Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5),Gender-Neutral,3001,3434,2016,3
IITB,Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5),Gender-Neutral,2971,3203,2016,3
IIT Mandi,Civil Engineering,Gender-Neutral,5632,6555,2016,3
IIT Mandi,Computer Science and Engineering,Gender-Neutral,1630,2360,2016,3
IIT Mandi,Electrical Engineering,Gender-Neutral,3540,4721,2016,3
IIT Mandi,Mechanical Engineering,Gender-Neutral,4608,5402,2016,3
IITD,Biochemical Engineering and Biotechnology (5),Gender-Neutral,3787,4714,2016,3
IITD,Biotechnology and Biochemical Engineering,Gender-Neutral,2609,3706,2016,3
IITD,Chemical Engineering,Gender-Neutral,980,1653,2016,3
IITD,Chemical Engineering (5),Gender-Neutral,1680,2855,2016,3
IITD,Civil Engineering,Gender-Neutral,767,2549,2016,3
IITD,Computer Science and Engineering,Gender-Neutral,24,115,2016,3
IITD,Computer Science and Engineering (5),Gender-Neutral,124,186,2016,3
IITD,Electrical Engineering,Gender-Neutral,80,403,2016,3
IITD,Electrical Engineering (Power and Automation),Gender-Neutral,549,994,2016,3
IITD,Engineering Physics,Gender-Neutral,1074,2571,2016,3
IITD,Mathematics and Computing,Gender-Neutral,250,397,2016,3
IITD,Mathematics and Computing (5),Gender-Neutral,390,477,2016,3
IITD,Mechanical Engineering,Gender-Neutral,247,907,2016,3
IITD,Production and Industrial Engineering,Gender-Neutral,1036,2454,2016,3
IITD,Textile Technology,Gender-Neutral,2826,4935,2016,3
IITI,Civil Engineering,Gender-Neutral,4626,6262,2016,3
IITI,Computer Science and Engineering,Gender-Neutral,933,1377,2016,3
IITI,Electrical Engineering,Gender-Neutral,1730,3491,2016,3
IITI,Mechanical Engineering,Gender-Neutral,3432,4017,2016,3
IITI,Metallurgical Engineering and Materials Science,Gender-Neutral,6082,7240,2016,3
IITKgp,Aerospace Engineering,Gender-Neutral,2864,3377,2016,3
IITKgp,Aerospace Engineering (5),Gender-Neutral,2938,3497,2016,3
IITKgp,Agricultural and Food Engineering,Gender-Neutral,4321,6123,2016,3
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,6187,7035,2016,3
IITKgp,Applied Geology (5),Gender-Neutral,6645,7545,2016,3
IITKgp,"Architecture (5, B.Arch)",Gender-Neutral,5783,9744,2016,3
IITKgp,Biotechnology and Biochemical Engineering,Gender-Neutral,3438,5296,2016,3
IITKgp,Biotechnology and Biochemical Engineering (5),Gender-Neutral,5423,6385,2016,3
IITKgp,Chemical Engineering,Gender-Neutral,1906,2817,2016,3
IITKgp,Chemical Engineering (5),Gender-Neutral,3009,3606,2016,3
IITKgp,Chemistry (5),Gender-Neutral,3979,7379,2016,3
IITKgp,Civil Engineering,Gender-Neutral,2545,3455,2016,3
IITKgp,Civil Engineering with any of the listed specialization (5),Gender-Neutral,3559,4024,2016,3
IITKgp,Computer Science and Engineering,Gender-Neutral,181,286,2016,3
IITKgp,Computer Science and Engineering (5),Gender-Neutral,284,389,2016,3
IITKgp,Economics (5),Gender-Neutral,2779,4128,2016,3
IITKgp,Electrical Engineering,Gender-Neutral,138,1129,2016,3
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,1288,1552,2016,3
IITKgp,Electronics and Electrical Communication Engineering,Gender-Neutral,329,890,2016,3
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,915,1320,2016,3
IITKgp,Exploration Geophysics (5),Gender-Neutral,3257,6504,2016,3
IITKgp,Industrial and Systems Engineering,Gender-Neutral,2717,3424,2016,3
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Gender-Neutral,3442,4448,2016,3
IITKgp,Instrumentation Engineering,Gender-Neutral,1485,2341,2016,3
IITKgp,Manufacturing Science and Engineering,Gender-Neutral,2420,3688,2016,3
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),Gender-Neutral,3847,4436,2016,3
IITKgp,Mathematics and Computing (5),Gender-Neutral,1043,1373,2016,3
IITKgp,Mechanical Engineering,Gender-Neutral,622,1475,2016,3
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),Gender-Neutral,1559,2283,2016,3
IITKgp,Metallurgical and Materials Engineering,Gender-Neutral,3373,4075,2016,3
IITKgp,Metallurgical and Materials Engineering (5),Gender-Neutral,4414,4636,2016,3
IITKgp,Mining Engineering,Gender-Neutral,4440,5438,2016,3
IITKgp,Mining Engineering (5),Gender-Neutral,5606,6165,2016,3
IITKgp,Mining Safety Engineering (5),Gender-Neutral,6216,6933,2016,3
IITKgp,Ocean Engineering and Naval Architecture,Gender-Neutral,3464,5411,2016,3
IITKgp,Ocean Engineering and Naval Architecture (5),Gender-Neutral,5129,5870,2016,3
IITKgp,Physics (5),Gender-Neutral,3110,5106,2016,3
IITKgp,Quality Engineering Design and Manufacturing (5),Gender-Neutral,4462,4747,2016,3
IITH,Chemical Engineering,Gender-Neutral,3903,5373,2016,3
IITH,Civil Engineering,Gender-Neutral,3610,4918,2016,3
IITH,Computer Science and Engineering,Gender-Neutral,418,879,2016,3
IITH,Electrical Engineering,Gender-Neutral,1393,2017,2016,3
IITH,Engineering Physics,Gender-Neutral,4249,4598,2016,3
IITH,Engineering Science,Gender-Neutral,2185,4033,2016,3
IITH,Materials Science and Metallurgical Engineering,Gender-Neutral,5389,6358,2016,3
IITH,Mechanical Engineering,Gender-Neutral,1430,3362,2016,3
IIT Jodh,Computer Science and Engineering,Gender-Neutral,699,2682,2016,3
IIT Jodh,Electrical Engineering,Gender-Neutral,3693,5105,2016,3
IIT Jodh,Mechanical Engineering,Gender-Neutral,4049,5530,2016,3
IITK,Aerospace Engineering,Gender-Neutral,1501,2925,2016,3
IITK,Biological Sciences and Bioengineering,Gender-Neutral,3578,5191,2016,3
IITK,Chemical Engineering,Gender-Neutral,1671,2508,2016,3
IITK,Chemistry (B.Sc),Gender-Neutral,4814,5840,2016,3
IITK,Civil Engineering,Gender-Neutral,1571,3064,2016,3
IITK,Computer Science and Engineering,Gender-Neutral,113,230,2016,3
IITK,Earth Sciences (B.Sc),Gender-Neutral,5433,6850,2016,3
IITK,Economics (B.Sc),Gender-Neutral,1529,2669,2016,3
IITK,Electrical Engineering,Gender-Neutral,248,798,2016,3
IITK,Materials Science and Engineering,Gender-Neutral,2985,3965,2016,3
IITK,Mathematics and Scientific Computing (B.Sc),Gender-Neutral,528,976,2016,3
IITK,Mechanical Engineering,Gender-Neutral,841,1352,2016,3
IITK,Physics (B.Sc),Gender-Neutral,619,2815,2016,3
IITM,Aerospace Engineering,Gender-Neutral,1884,3026,2016,3
IITM,Aerospace Engineering (5),Gender-Neutral,2412,3205,2016,3
IITM,Biological Engineering (5),Gender-Neutral,2531,6230,2016,3
IITM,Biological Sciences (5),Gender-Neutral,6261,7849,2016,3
IITM,Chemical Engineering,Gender-Neutral,1548,2989,2016,3
IITM,Chemical Engineering (5),Gender-Neutral,2960,3258,2016,3
IITM,Civil Engineering,Gender-Neutral,1005,3264,2016,3
IITM,Civil Engineering (5),Gender-Neutral,3604,4390,2016,3
IITM,Computer Science and Engineering,Gender-Neutral,62,173,2016,3
IITM,Computer Science and Engineering (5),Gender-Neutral,214,278,2016,3
IITM,Electrical Engineering,Gender-Neutral,189,606,2016,3
IITM,Electrical Engineering (5),Gender-Neutral,663,1212,2016,3
IITM,Engineering Design (5),Gender-Neutral,1364,4535,2016,3
IITM,Engineering Physics,Gender-Neutral,1380,2246,2016,3
IITM,Mechanical Engineering,Gender-Neutral,535,1246,2016,3
IITM,Mechanical Engineering (5),Gender-Neutral,1293,2170,2016,3
IITM,Metallurgical and Materials Engineering,Gender-Neutral,2917,4072,2016,3
IITM,Metallurgical and Materials Engineering (5),Gender-Neutral,4161,4564,2016,3
IITM,Naval Architecture and Ocean Engineering,Gender-Neutral,3515,5062,2016,3
IITM,Naval Architecture and Ocean Engineering (5),Gender-Neutral,5222,5687,2016,3
IITM,Physics (5),Gender-Neutral,1736,3698,2016,3
IIT Gnd,Chemical Engineering,Gender-Neutral,2935,5141,2016,3
IIT Gnd,Civil Engineering,Gender-Neutral,4434,5347,2016,3
IIT Gnd,Computer Science and Engineering,Gender-Neutral,493,1746,2016,3
IIT Gnd,Electrical Engineering,Gender-Neutral,1645,2548,2016,3
IIT Gnd,Materials Science and Engineering,Gender-Neutral,5248,6323,2016,3
IIT Gnd,Mechanical Engineering,Gender-Neutral,2687,3501,2016,3
IIT Patna,Chemical Engineering,Gender-Neutral,6088,6872,2016,3
IIT Patna,Civil Engineering,Gender-Neutral,5738,6639,2016,3
IIT Patna,Computer Science and Engineering,Gender-Neutral,1541,2846,2016,3
IIT Patna,Electrical Engineering,Gender-Neutral,3895,5316,2016,3
IIT Patna,Mechanical Engineering,Gender-Neutral,4359,5633,2016,3
IITR,Applied Mathematics (5),Gender-Neutral,1938,3160,2016,3
IITR,"Architecture (5, B.Arch)",Gender-Neutral,4778,9873,2016,3
IITR,Bio Technology,Gender-Neutral,5301,5912,2016,3
IITR,Chemical Engineering,Gender-Neutral,2383,3796,2016,3
IITR,Civil Engineering,Gender-Neutral,1877,3736,2016,3
IITR,Computer Science and Engineering,Gender-Neutral,294,482,2016,3
IITR,Electrical Engineering,Gender-Neutral,1108,1801,2016,3
IITR,Electronics and Communication Engineering,Gender-Neutral,948,1333,2016,3
IITR,Engineering Physics,Gender-Neutral,2869,3931,2016,3
IITR,Geological Technology (5),Gender-Neutral,6185,6968,2016,3
IITR,Geophysical Technology (5),Gender-Neutral,4328,6382,2016,3
IITR,Mechanical Engineering,Gender-Neutral,1376,2293,2016,3
IITR,Metallurgical and Materials Engineering,Gender-Neutral,4222,5369,2016,3
IITR,Polymer Science and Engineering,Gender-Neutral,4628,6722,2016,3
IITR,Production and Industrial Engineering,Gender-Neutral,3498,4168,2016,3
ISM Dhanbad,Applied Geology (5),Gender-Neutral,6547,8051,2016,3
ISM Dhanbad,Applied Geophysics (5),Gender-Neutral,6760,8131,2016,3
ISM Dhanbad,Chemical Engineering,Gender-Neutral,6181,7073,2016,3
ISM Dhanbad,Civil Engineering,Gender-Neutral,5926,6822,2016,3
ISM Dhanbad,Computer Science and Engineering,Gender-Neutral,1655,3375,2016,3
ISM Dhanbad,Computer Science and Engineering (5),Gender-Neutral,2888,3576,2016,3
