Institute,Academic Program Name,Opening Rank,Closing Rank,Year,Round
IIT Patna,Mathematics and Computing (B.Sc),6970,10027,2022,1
IIT Patna,Mechanical Engineering,16438,17061,2022,1
IIT Patna,Metallurgical and Materials Engineering,21301,21755,2022,1
IITR,"Architecture (5, B.Arch)",9537,22752,2022,1
IITR,Biosciences and Bioengineering,10909,13326,2022,1
IITR,Chemical Engineering,5930,9756,2022,1
IITR,Chemical Sciences (5),17376,18630,2022,1
IITR,Civil Engineering,8677,13090,2022,1
IITR,Computer Science and Engineering,905,1438,2022,1
IITR,Data Science and Artificial Intelligence,1493,2228,2022,1
IITR,Economics (5),9725,11071,2022,1
IITR,Electrical Engineering,3406,4871,2022,1
IITR,Electronics and Communication Engineering,1789,2932,2022,1
IITR,Engineering Physics,9886,11807,2022,1
IITR,Geological Technology (5),13021,17890,2022,1
IITR,Geophysical Technology (5),15311,18509,2022,1
IITR,Mathematics & Computing (5),3458,4106,2022,1
IITR,Mechanical Engineering,7485,9510,2022,1
IITR,Metallurgical and Materials Engineering,10263,13571,2022,1
IITR,Physics (5),13807,14469,2022,1
IITR,Production and Industrial Engineering,11401,12284,2022,1
IIT (ISM) Dhanbad,Applied Geology (5),21951,21951,2022,1
IIT (ISM) Dhanbad,Applied Geophysics (5),20398,20398,2022,1
IIT (ISM) Dhanbad,Chemical Engineering,10830,16632,2022,1
IIT (ISM) Dhanbad,Civil Engineering,10752,19640,2022,1
IIT (ISM) Dhanbad,Computer Science and Engineering,3202,5153,2022,1
IIT (ISM) Dhanbad,Electrical Engineering,9748,11437,2022,1
IIT (ISM) Dhanbad,Electronics and Communication Engineering,7425,9719,2022,1
IIT (ISM) Dhanbad,Engineering Physics,17540,19149,2022,1
IIT (ISM) Dhanbad,Environmental Engineering,20258,20893,2022,1
IIT (ISM) Dhanbad,Mathematics and Computing (5),6638,8985,2022,1
IIT (ISM) Dhanbad,Mechanical Engineering,12471,16310,2022,1
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,18551,20323,2022,1
IIT (ISM) Dhanbad,Mining Engineering,17728,21836,2022,1
IIT (ISM) Dhanbad,Mining Machinery Engineering,21867,22124,2022,1
IIT (ISM) Dhanbad,Petroleum Engineering,19547,21690,2022,1
IIT Ropar,Chemical Engineering,14997,17320,2022,1
IIT Ropar,Civil Engineering,16987,19076,2022,1
IIT Ropar,Computer Science and Engineering,3425,4893,2022,1
IIT Ropar,Electrical Engineering,6759,10077,2022,1
IIT Ropar,Engineering Physics,16871,19183,2022,1
IIT Ropar,Mathematics and Computing,5530,5982,2022,1
IIT Ropar,Mechanical Engineering,13304,16018,2022,1
IIT Ropar,Metallurgical and Materials Engineering,17005,20128,2022,1
IIT BHU,"Architecture (5, B.Arch)",23933,24641,2022,1
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),14401,15908,2022,1
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),14846,16619,2022,1
IIT BHU,Ceramic Engineering,18033,20291,2022,1
IIT BHU,Ceramic Engineering (5),21432,21556,2022,1
IIT BHU,Chemical Engineering,10421,13767,2022,1
IIT BHU,Civil Engineering,13274,15588,2022,1
IIT BHU,Civil Engineering (5),16354,17458,2022,1
IIT BHU,Computer Science and Engineering,1741,2187,2022,1
IIT BHU,Computer Science and Engineering (5),2829,2983,2022,1
IIT BHU,Electrical Engineering,6440,7103,2022,1
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),7523,7867,2022,1
IIT BHU,Electronics Engineering,5059,6189,2022,1
IIT BHU,Engineering Physics (5),12085,15820,2022,1
IIT BHU,Industrial Chemistry (5),20756,21161,2022,1
IIT BHU,Materials Science and Technology (5),19518,19606,2022,1
IIT BHU,Mathematics and Computing (5),3132,4314,2022,1
IIT BHU,Mechanical Engineering,11430,13383,2022,1
IIT BHU,Mechanical Engineering (5),13852,14324,2022,1
IIT BHU,Metallurgical Engineering,13719,17448,2022,1
IIT BHU,Metallurgical Engineering (5),18095,19197,2022,1
IIT BHU,Mining Engineering,19411,21147,2022,1
IIT BHU,Mining Engineering (5),21543,21756,2022,1
IIT BHU,Pharmaceutical Engineering & Technology,15156,20751,2022,1
IIT BHU,Pharmaceutical Engineering & Technology (5),21119,21265,2022,1
IITG,Biosciences and Bioengineering,13534,15361,2022,1
IITG,Chemical Engineering,10072,11745,2022,1
IITG,Chemical Science and Technology,12386,14005,2022,1
IITG,Civil Engineering,13280,15079,2022,1
IITG,Computer Science and Engineering,1463,1750,2022,1
IITG,Data Science and Artificial Intelligence,2168,2168,2022,1
IITG,Electronics and Communication Engineering,2906,3906,2022,1
IITG,Electronics and Electrical Engineering,4257,5160,2022,1
IITG,Energy Engineering,11444,11990,2022,1
IITG,Engineering Physics,11938,13580,2022,1
IITG,Mathematics and Computing,2259,2617,2022,1
IITG,Mechanical Engineering,9612,11336,2022,1
IIT Bhilai,Computer Science and Engineering,6750,8462,2022,1
IIT Bhilai,Data Science and Artificial Intelligence,8990,8990,2022,1
IIT Bhilai,Electrical Engineering,13758,14530,2022,1
IIT Bhilai,Mechanical Engineering,19678,19979,2022,1
IIT Bhilai,Mechatronics Engineering,16411,19165,2022,1
IIT Goa,Computer Science and Engineering,5398,5868,2022,1
IIT Goa,Electrical Engineering,11070,11994,2022,1
IIT Goa,Mathematics and Computing,6081,9985,2022,1
IIT Goa,Mechanical Engineering,15202,17615,2022,1
IIT Palakkad,Civil Engineering,19521,20686,2022,1
IIT Palakkad,Computer Science and Engineering,5726,7063,2022,1
IIT Palakkad,Data Science and Engineering,7858,8667,2022,1
IIT Palakkad,Electrical Engineering,9888,12295,2022,1
IIT Palakkad,Mechanical Engineering,16255,17888,2022,1
IIT Tirupati,Chemical Engineering,17981,18613,2022,1
IIT Tirupati,Civil Engineering,13887,19497,2022,1
IIT Tirupati,Computer Science and Engineering,4929,5501,2022,1
IIT Tirupati,Electrical Engineering,8232,11393,2022,1
IIT Tirupati,Mechanical Engineering,14857,17625,2022,1
IIT Jammu,Chemical Engineering,19537,20606,2022,1
IIT Jammu,Civil Engineering,21250,21646,2022,1
IIT Jammu,Computer Science and Engineering,6380,8009,2022,1
IIT Jammu,Electrical Engineering,12680,15233,2022,1
IIT Jammu,Materials Engineering,22202,22479,2022,1
IIT Jammu,Mechanical Engineering,17987,18318,2022,1
IIT Dharwad,Chemical and Biochemical Engineering,18044,18044,2022,1
IIT Dharwad,Civil and Infrastructure Engineering,21528,21528,2022,1
IIT Dharwad,Computer Science and Engineering,5914,7611,2022,1
IIT Dharwad,Electrical Engineering,12089,13118,2022,1
IIT Dharwad,Engineering Physics,17402,17402,2022,1
IIT Dharwad,Interdisciplinary Sciences (5),22795,23276,2022,1
IIT Dharwad,Mathematics and Computing,9728,10810,2022,1
IIT Dharwad,Mechanical Engineering,16969,19300,2022,1
IIT Bhuv,Civil Engineering,16138,20686,2022,2
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),18771,18771,2022,2
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),20790,20790,2022,2
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),20984,20984,2022,2
IIT Bhuv,Computer Science and Engineering,3119,4620,2022,2
IIT Bhuv,Computer Science and Engineering (5),5048,5048,2022,2
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),11359,11359,2022,2
IIT Bhuv,Electrical Engineering,8358,9619,2022,2
IIT Bhuv,Electronics and Communication Engineering,5869,6675,2022,2
IIT Bhuv,Mechanical Engineering,14399,15583,2022,2
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),16422,16422,2022,2
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),19294,19294,2022,2
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),17940,17940,2022,2
IIT Bhuv,Metallurgical and Materials Engineering,18657,18693,2022,2
IIT Bhuv,Metallurgical and Materials Engineering (5),21645,21645,2022,2
IITB,Aerospace Engineering,2312,4081,2022,2
IITB,BS in Mathematics (B.Sc),1248,3895,2022,2
IITB,Chemical Engineering,2571,4591,2022,2
IITB,Chemistry (B.Sc),10036,11453,2022,2
IITB,Civil Engineering,4728,7079,2022,2
IITB,Computer Science and Engineering,16,305,2022,2
IITB,Economics (B.Sc),3238,4590,2022,2
IITB,Electrical Engineering,1065,1283,2022,2
IITB,Electrical Engineering (5),1379,1901,2022,2
IITB,Energy Engineering,3498,5022,2022,2
IITB,Engineering Physics,2113,3349,2022,2
IITB,Environmental Science and Engineering (5),8187,9590,2022,2
IITB,Mechanical Engineering,971,3036,2022,2
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),3531,4102,2022,2
IITB,Metallurgical Engineering and Materials Science,6625,8417,2022,2
IIT Mandi,Bio Engineering (5),18277,21756,2022,2
IIT Mandi,Civil Engineering,15540,18408,2022,2
IIT Mandi,Computer Science and Engineering,5239,5959,2022,2
IIT Mandi,Data Science and Engineering,6307,6475,2022,2
IIT Mandi,Electrical Engineering,8217,11645,2022,2
IIT Mandi,Engineering Physics,16189,16863,2022,2
IIT Mandi,Mechanical Engineering,13581,15259,2022,2
IITD,Biotechnology and Biochemical Engineering,4717,10094,2022,2
IITD,Chemical Engineering,3327,4570,2022,2
IITD,Chemical Engineering (5),5031,6821,2022,2
IITD,Civil Engineering,4603,8206,2022,2
IITD,Computer Science and Engineering,330,450,2022,2
IITD,Computer Science and Engineering (5),522,700,2022,2
IITD,Electrical Engineering,1079,1572,2022,2
IITD,Electrical Engineering (Power and Automation),1645,2088,2022,2
IITD,Energy Engineering,5110,6398,2022,2
IITD,Engineering and Computational Mechanics,1361,2792,2022,2
IITD,Engineering Physics,4007,6738,2022,2
IITD,Materials Engineering,9160,10092,2022,2
IITD,Mathematics and Computing,697,942,2022,2
IITD,Mathematics and Computing (5),943,1026,2022,2
IITD,Mechanical Engineering,3330,4401,2022,2
IITD,Production and Industrial Engineering,6668,8700,2022,2
IITD,Textile Technology,8455,11244,2022,2
IITI,Civil Engineering,14765,16081,2022,2
IITI,Computer Science and Engineering,2102,2762,2022,2
IITI,Electrical Engineering,5293,7395,2022,2
IITI,Mechanical Engineering,11083,13376,2022,2
IITI,Metallurgical Engineering and Materials Science,15777,17813,2022,2
IITKgp,Aerospace Engineering,9562,9700,2022,2
IITKgp,Aerospace Engineering (5),11128,12031,2022,2
IITKgp,Agricultural and Food Engineering,15051,15812,2022,2
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),16279,17273,2022,2
IITKgp,Applied Geology (B.Sc),18822,20606,2022,2
IITKgp,"Architecture (5, B.Arch)",21365,24098,2022,2
IITKgp,Biotechnology and Biochemical Engineering,12620,13070,2022,2
IITKgp,Biotechnology and Biochemical Engineering (5),13568,14757,2022,2
IITKgp,Chemical Engineering,6608,9192,2022,2
IITKgp,Chemical Engineering (5),11606,11736,2022,2
IITKgp,Chemistry (B.Sc),18229,18802,2022,2
IITKgp,Civil Engineering,12063,12666,2022,2
IITKgp,Civil Engineering with any of the listed specialization (5),13117,14090,2022,2
IITKgp,Computer Science and Engineering,778,905,2022,2
IITKgp,Computer Science and Engineering (5),982,1256,2022,2
IITKgp,Economics (B.Sc),7712,9527,2022,2
IITKgp,Electrical Engineering,3052,3676,2022,2
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),3970,4951,2022,2
IITKgp,Electronics and Electrical Communication Engineering,1654,2316,2022,2
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),2632,3432,2022,2
IITKgp,Exploration Geophysics (B.Sc),18575,20733,2022,2
IITKgp,Industrial and Systems Engineering,8027,9190,2022,2
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),9398,12090,2022,2
IITKgp,Instrumentation Engineering,5373,5455,2022,2
IITKgp,Manufacturing Science and Engineering,12126,12419,2022,2
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),12657,12951,2022,2
IITKgp,Mathematics and Computing (B.Sc),3161,3665,2022,2
IITKgp,Mechanical Engineering,5533,8870,2022,2
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),9315,10784,2022,2
IITKgp,Metallurgical and Materials Engineering,11706,12375,2022,2
IITKgp,Metallurgical and Materials Engineering (5),15153,15734,2022,2
IITKgp,Mining Engineering,16220,16942,2022,2
IITKgp,Mining Engineering (5),17128,18441,2022,2
IITKgp,Mining Safety Engineering (5),18055,20265,2022,2
IITKgp,Ocean Engineering and Naval Architecture,13783,14690,2022,2
IITKgp,Ocean Engineering and Naval Architecture (5),15162,15927,2022,2
IITKgp,Physics (B.Sc),14043,17376,2022,2
IITH,Artificial Intelligence,1816,2043,2022,2
IITH,Biomedical Engineering,11785,12043,2022,2
IITH,Biotechnology and Bioinformatics,10714,10714,2022,2
IITH,Chemical Engineering,10056,11329,2022,2
IITH,Civil Engineering,12078,13887,2022,2
IITH,Computational Engineering,3260,3260,2022,2
IITH,Computer Science and Engineering,631,1503,2022,2
IITH,Electrical Engineering,2592,3294,2022,2
IITH,Electrical Engineering (IC Design and Technology),2840,4082,2022,2
IITH,Engineering Physics,9251,10587,2022,2
IITH,Engineering Science,5319,7402,2022,2
IITH,Industrial Chemistry,13828,13828,2022,2
IITH,Materials Science and Metallurgical Engineering,13277,13850,2022,2
IITH,Mathematics and Computing,2194,2546,2022,2
IITH,Mechanical Engineering,8388,10167,2022,2
IIT Jodh,Artificial Intelligence and Data Science,5569,6465,2022,2
IIT Jodh,Bio Engineering,15081,19464,2022,2
IIT Jodh,Chemical Engineering,15133,17756,2022,2
IIT Jodh,Chemistry with Specialization (B.Sc),22795,23260,2022,2
IIT Jodh,Civil and Infrastructure Engineering,18446,19660,2022,2
IIT Jodh,Computer Science and Engineering,3626,5380,2022,2
IIT Jodh,Electrical Engineering,8443,11025,2022,2
IIT Jodh,Materials Engineering,20053,20909,2022,2
IIT Jodh,Mechanical Engineering,13002,16897,2022,2
IIT Jodh,Physics with Specialization (B.Sc),19848,22103,2022,2
IITK,Aerospace Engineering,7414,9510,2022,2
IITK,Biological Sciences and Bioengineering,7344,12011,2022,2
IITK,Chemical Engineering,4865,7516,2022,2
IITK,Chemistry (B.Sc),16579,18131,2022,2
IITK,Civil Engineering,8858,12313,2022,2
IITK,Computer Science and Engineering,545,766,2022,2
IITK,Earth Sciences (B.Sc),14605,17979,2022,2
IITK,Economics (B.Sc),4964,6825,2022,2
IITK,Electrical Engineering,2166,3169,2022,2
IITK,Materials Science and Engineering,10097,12590,2022,2
IITK,Mathematics and Scientific Computing (B.Sc),2212,2856,2022,2
IITK,Mechanical Engineering,4746,8176,2022,2
IITK,Physics (B.Sc),8845,12428,2022,2
IITK,Statistics and Data Science (B.Sc),3018,3060,2022,2
IITM,Aerospace Engineering,1602,7880,2022,2
IITM,Aerospace Engineering (5),7705,7705,2022,2
IITM,Biological Engineering (5),4363,5674,2022,2
IITM,Biological Sciences (5),13552,16460,2022,2
IITM,Chemical Engineering,4701,8775,2022,2
IITM,Civil Engineering,9204,10183,2022,2
IITM,Computer Science and Engineering,425,617,2022,2
IITM,Electrical Engineering,620,2184,2022,2
IITM,Engineering Design (5),5932,8618,2022,2
IITM,Engineering Physics,3807,7936,2022,2
IITM,Mechanical Engineering,2783,6727,2022,2
IITM,Metallurgical and Materials Engineering,8921,10994,2022,2
IITM,Naval Architecture and Ocean Engineering,9043,13521,2022,2
IITM,Physics (5),10266,10266,2022,2
IIT Gnd,Chemical Engineering,14421,14914,2022,2
IIT Gnd,Civil Engineering,15577,16532,2022,2
IIT Gnd,Computer Science and Engineering,3000,3270,2022,2
IIT Gnd,Computer Science and Engineering (5),3809,4376,2022,2
IIT Gnd,Electrical Engineering,5902,7522,2022,2
IIT Gnd,Electrical Engineering (5),9406,10297,2022,2
IIT Gnd,Materials Engineering,12838,15820,2022,2
IIT Gnd,Mechanical Engineering,10316,12243,2022,2
IIT Patna,Artificial Intelligence and Data Science,6130,7115,2022,2
IIT Patna,Chemical Engineering,18108,19143,2022,2
IIT Patna,Civil Engineering,20691,21646,2022,2
IIT Patna,Computer Science and Engineering,4458,5914,2022,2
IIT Patna,Electrical and Electronics Engineering,10371,10814,2022,2
IIT Patna,Engineering Physics,18952,19876,2022,2
IIT Patna,Mathematics and Computing (B.Sc),6970,10027,2022,2
IIT Patna,Mechanical Engineering,16821,18516,2022,2
IIT Patna,Metallurgical and Materials Engineering,21755,22202,2022,2
IITR,"Architecture (5, B.Arch)",9537,23933,2022,2
IITR,Biosciences and Bioengineering,10909,13326,2022,2
IITR,Chemical Engineering,5930,9886,2022,2
IITR,Chemical Sciences (5),18073,19515,2022,2
IITR,Civil Engineering,8677,13090,2022,2
IITR,Computer Science and Engineering,1011,1463,2022,2
IITR,Data Science and Artificial Intelligence,1493,2228,2022,2
IITR,Economics (5),9725,11071,2022,2
IITR,Electrical Engineering,3406,4871,2022,2
IITR,Electronics and Communication Engineering,1789,2932,2022,2
IITR,Engineering Physics,11139,11906,2022,2
IITR,Geological Technology (5),13021,17890,2022,2
IITR,Geophysical Technology (5),15724,18782,2022,2
IITR,Mathematics & Computing (5),3458,4106,2022,2
IITR,Mechanical Engineering,7485,9618,2022,2
IITR,Metallurgical and Materials Engineering,10263,13613,2022,2
IITR,Physics (5),13807,14469,2022,2
IITR,Production and Industrial Engineering,11401,12366,2022,2
IIT (ISM) Dhanbad,Applied Geology (5),22862,22862,2022,2
IIT (ISM) Dhanbad,Applied Geophysics (5),22825,22825,2022,2
IIT (ISM) Dhanbad,Chemical Engineering,10830,16812,2022,2
IIT (ISM) Dhanbad,Civil Engineering,10752,19780,2022,2
IIT (ISM) Dhanbad,Computer Science and Engineering,3436,5564,2022,2
IIT (ISM) Dhanbad,Electrical Engineering,10067,11782,2022,2
IIT (ISM) Dhanbad,Electronics and Communication Engineering,7425,9783,2022,2
IIT (ISM) Dhanbad,Engineering Physics,19149,19659,2022,2
IIT (ISM) Dhanbad,Environmental Engineering,20258,21867,2022,2
IIT (ISM) Dhanbad,Mathematics and Computing (5),6638,9079,2022,2
IIT (ISM) Dhanbad,Mechanical Engineering,12471,16792,2022,2
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,18576,20893,2022,2
IIT (ISM) Dhanbad,Mining Engineering,17728,22657,2022,2
IIT (ISM) Dhanbad,Mining Machinery Engineering,22114,23106,2022,2
IIT (ISM) Dhanbad,Petroleum Engineering,19547,21690,2022,2
IIT Ropar,Chemical Engineering,14997,17320,2022,2
IIT Ropar,Civil Engineering,16987,19076,2022,2
IIT Ropar,Computer Science and Engineering,3425,4893,2022,2
IIT Ropar,Electrical Engineering,6759,10142,2022,2
IIT Ropar,Engineering Physics,16871,19183,2022,2
IIT Ropar,Mathematics and Computing,5530,5982,2022,2
IIT Ropar,Mechanical Engineering,13304,16162,2022,2
IIT Ropar,Metallurgical and Materials Engineering,17005,20128,2022,2
IIT BHU,"Architecture (5, B.Arch)",24641,25997,2022,2
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),15908,20756,2022,2
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),18044,20398,2022,2
IIT BHU,Ceramic Engineering,18033,20974,2022,2
