Institute,Academic Program Name,Opening Rank,Closing Rank,Year,Round
IIT BHU,Mechanical Engineering,11071,13586,2021,5
IIT BHU,Mechanical Engineering (5),11661,13809,2021,5
IIT BHU,Metallurgical Engineering,15176,17792,2021,5
IIT BHU,Metallurgical Engineering (5),19046,19416,2021,5
IIT BHU,Mining Engineering,17989,22492,2021,5
IIT BHU,Mining Engineering (5),22622,23105,2021,5
IIT BHU,Pharmaceutical Engineering & Technology,18059,20354,2021,5
IIT BHU,Pharmaceutical Engineering & Technology (5),22203,22594,2021,5
IITG,Biosciences and Bioengineering,15261,15896,2021,5
IITG,Chemical Engineering,10898,11933,2021,5
IITG,Chemical Science and Technology,10763,14505,2021,5
IITG,Civil Engineering,12151,14454,2021,5
IITG,Computer Science and Engineering,1231,1648,2021,5
IITG,Data Science and Artificial Intelligence,1771,2244,2021,5
IITG,Electronics and Communication Engineering,3528,4693,2021,5
IITG,Electronics and Electrical Engineering,4980,6027,2021,5
IITG,Engineering Physics,10571,13510,2021,5
IITG,Mathematics and Computing,2035,3315,2021,5
IITG,Mechanical Engineering,8577,11397,2021,5
IIT Bhilai,Computer Science and Engineering,8375,9382,2021,5
IIT Bhilai,Data Science and Artificial Intelligence,8884,10828,2021,5
IIT Bhilai,Electrical Engineering,13868,14640,2021,5
IIT Bhilai,Mechanical Engineering,17716,19770,2021,5
IIT Goa,Computer Science and Engineering,6138,8326,2021,5
IIT Goa,Electrical Engineering,11157,13676,2021,5
IIT Goa,Mathematics and Computing,9768,11037,2021,5
IIT Goa,Mechanical Engineering,17198,18125,2021,5
IIT Palakkad,Civil Engineering,17031,21056,2021,5
IIT Palakkad,Computer Science and Engineering,7797,8879,2021,5
IIT Palakkad,Electrical Engineering,12910,14377,2021,5
IIT Palakkad,Mechanical Engineering,15441,17499,2021,5
IIT Tirupati,Chemical Engineering,17334,19620,2021,5
IIT Tirupati,Civil Engineering,20353,20872,2021,5
IIT Tirupati,Computer Science and Engineering,3525,6741,2021,5
IIT Tirupati,Electrical Engineering,9959,13431,2021,5
IIT Tirupati,Mechanical Engineering,14636,17279,2021,5
IIT Jammu,Chemical Engineering,19765,22173,2021,5
IIT Jammu,Civil Engineering,22485,22630,2021,5
IIT Jammu,Computer Science and Engineering,7279,9488,2021,5
IIT Jammu,Electrical Engineering,14883,16570,2021,5
IIT Jammu,Materials Science and Engineering,22575,23593,2021,5
IIT Jammu,Mechanical Engineering,18468,18901,2021,5
IIT Dharwad,Computer Science and Engineering,5932,9284,2021,5
IIT Dharwad,Electrical Engineering,12521,14300,2021,5
IIT Dharwad,Engineering Physics,16278,16278,2021,5
IIT Dharwad,Mechanical Engineering,18008,19148,2021,5
IIT Bhuv,Civil Engineering,16998,21029,2021,6
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),19197,19197,2021,6
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),22192,22192,2021,6
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),20896,20896,2021,6
IIT Bhuv,Computer Science and Engineering,3221,5008,2021,6
IIT Bhuv,Computer Science and Engineering (5),5150,5150,2021,6
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),12517,12517,2021,6
IIT Bhuv,Electrical Engineering,9244,12085,2021,6
IIT Bhuv,Electronics and Communication Engineering,7307,8253,2021,6
IIT Bhuv,Mechanical Engineering,11522,16420,2021,6
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),15815,15815,2021,6
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),20283,20283,2021,6
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),19591,19591,2021,6
IIT Bhuv,Metallurgical and Materials Engineering,15005,21401,2021,6
IIT Bhuv,Metallurgical and Materials Engineering (5),24380,24380,2021,6
IITB,Aerospace Engineering,702,4419,2021,6
IITB,BS in Mathematics (B.Sc),5154,6027,2021,6
IITB,Chemical Engineering,2719,4709,2021,6
IITB,Chemistry (B.Sc),11155,12842,2021,6
IITB,Civil Engineering,5341,7597,2021,6
IITB,Computer Science and Engineering,107,361,2021,6
IITB,Economics (B.Sc),3093,4431,2021,6
IITB,Electrical Engineering,454,916,2021,6
IITB,Electrical Engineering (5),1319,2686,2021,6
IITB,Energy Engineering with M.Tech. in Energy Systems Engineering (5),5505,5838,2021,6
IITB,Engineering Physics,809,2553,2021,6
IITB,Environmental Science and Engineering (5),8690,11108,2021,6
IITB,Mechanical Engineering,1476,3290,2021,6
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),3722,4813,2021,6
IITB,Metallurgical Engineering & Materials Science (5),8090,8090,2021,6
IITB,Metallurgical Engineering and Materials Science,4882,7973,2021,6
IIT Mandi,Bio Engineering (5),22714,25255,2021,6
IIT Mandi,Civil Engineering,18950,20733,2021,6
IIT Mandi,Computer Science and Engineering,4833,7279,2021,6
IIT Mandi,Data Science and Engineering,8481,9619,2021,6
IIT Mandi,Electrical Engineering,10789,13431,2021,6
IIT Mandi,Engineering Physics,16216,17250,2021,6
IIT Mandi,Mechanical Engineering,15954,18167,2021,6
IITD,Biotechnology and Biochemical Engineering,8350,9665,2021,6
IITD,Chemical Engineering,3555,5065,2021,6
IITD,Chemical Engineering (5),6189,7985,2021,6
IITD,Civil Engineering,6382,8646,2021,6
IITD,Computer Science and Engineering,98,432,2021,6
IITD,Computer Science and Engineering (5),438,647,2021,6
IITD,Electrical Engineering,996,1586,2021,6
IITD,Electrical Engineering (Power and Automation),1637,1757,2021,6
IITD,Energy Engineering,3636,5270,2021,6
IITD,Engineering and Computational Mechanics,1685,2820,2021,6
IITD,Engineering Physics,2590,5197,2021,6
IITD,Materials Engineering,8126,9163,2021,6
IITD,Mathematics and Computing,446,930,2021,6
IITD,Mathematics and Computing (5),1031,1199,2021,6
IITD,Mechanical Engineering,1567,4607,2021,6
IITD,Production and Industrial Engineering,5306,7585,2021,6
IITD,Textile Technology,9333,11287,2021,6
IITI,Civil Engineering,15296,16938,2021,6
IITI,Computer Science and Engineering,1407,2825,2021,6
IITI,Electrical Engineering,5829,9611,2021,6
IITI,Mechanical Engineering,10369,15010,2021,6
IITI,Metallurgical Engineering and Materials Science,15276,20546,2021,6
IITKgp,Aerospace Engineering,9961,10468,2021,6
IITKgp,Aerospace Engineering (5),9583,11246,2021,6
IITKgp,Agricultural and Food Engineering,14982,15717,2021,6
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),16282,18017,2021,6
IITKgp,Applied Geology (B.Sc),18808,19658,2021,6
IITKgp,"Architecture (5, B.Arch)",17924,27472,2021,6
IITKgp,Biotechnology and Biochemical Engineering,7949,10978,2021,6
IITKgp,Biotechnology and Biochemical Engineering (5),11938,16500,2021,6
IITKgp,Chemical Engineering,7037,8603,2021,6
IITKgp,Chemical Engineering (5),10136,10915,2021,6
IITKgp,Chemistry (B.Sc),17529,18751,2021,6
IITKgp,Civil Engineering,12066,12800,2021,6
IITKgp,Civil Engineering with any of the listed specialization (5),14392,14810,2021,6
IITKgp,Computer Science and Engineering,692,894,2021,6
IITKgp,Computer Science and Engineering (5),1138,1502,2021,6
IITKgp,Economics (B.Sc),6291,10742,2021,6
IITKgp,Electrical Engineering,3702,4399,2021,6
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),4829,5887,2021,6
IITKgp,Electronics and Electrical Communication Engineering,1640,2780,2021,6
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),3729,4476,2021,6
IITKgp,Exploration Geophysics (B.Sc),17431,18982,2021,6
IITKgp,Industrial and Systems Engineering,7022,9530,2021,6
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),9938,11657,2021,6
IITKgp,Instrumentation Engineering,5149,5942,2021,6
IITKgp,Manufacturing Science and Engineering,10882,13143,2021,6
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),13275,13781,2021,6
IITKgp,Mathematics and Computing (B.Sc),3941,4565,2021,6
IITKgp,Mechanical Engineering,6064,8102,2021,6
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),9309,10787,2021,6
IITKgp,Metallurgical and Materials Engineering,10502,11789,2021,6
IITKgp,Metallurgical and Materials Engineering (5),13133,15433,2021,6
IITKgp,Mining Engineering,15383,16013,2021,6
IITKgp,Mining Engineering (5),18533,20029,2021,6
IITKgp,Mining Safety Engineering (5),18433,20280,2021,6
IITKgp,Ocean Engineering and Naval Architecture,12956,14964,2021,6
IITKgp,Ocean Engineering and Naval Architecture (5),15781,18269,2021,6
IITKgp,Physics (B.Sc),12311,16411,2021,6
IITH,Artificial Intelligence,1714,1747,2021,6
IITH,Biomedical Engineering,10474,12534,2021,6
IITH,Biotechnology and Bioinformatics,9354,9354,2021,6
IITH,Chemical Engineering,10249,11790,2021,6
IITH,Civil Engineering,12191,14454,2021,6
IITH,Computational Engineering,2795,2795,2021,6
IITH,Computer Science and Engineering,919,1227,2021,6
IITH,Electrical Engineering,3743,5413,2021,6
IITH,Engineering Physics,5606,8559,2021,6
IITH,Engineering Science,6911,8147,2021,6
IITH,Industrial Chemistry,14031,14031,2021,6
IITH,Materials Science and Metallurgical Engineering,11315,14635,2021,6
IITH,Mathematics and Computing,2227,3213,2021,6
IITH,Mechanical Engineering,9021,11710,2021,6
IIT Jodh,Artificial Intelligence and Data Science,7153,8682,2021,6
IIT Jodh,Bio Engineering,13733,24135,2021,6
IIT Jodh,Chemical Engineering,19147,19984,2021,6
IIT Jodh,Civil and Infrastructure Engineering,20205,22203,2021,6
IIT Jodh,Computer Science and Engineering,5128,6773,2021,6
IIT Jodh,Electrical Engineering,9008,12811,2021,6
IIT Jodh,Materials Engineering,22897,24862,2021,6
IIT Jodh,Mechanical Engineering,15285,19107,2021,6
IITK,Aerospace Engineering,7627,8988,2021,6
IITK,Biological Sciences and Bioengineering,8769,12606,2021,6
IITK,Chemical Engineering,5596,7555,2021,6
IITK,Chemistry (B.Sc),14627,16901,2021,6
IITK,Civil Engineering,9763,12559,2021,6
IITK,Computer Science and Engineering,487,777,2021,6
IITK,Earth Sciences (B.Sc),13396,15484,2021,6
IITK,Economics (B.Sc),4819,6237,2021,6
IITK,Electrical Engineering,1985,3409,2021,6
IITK,Materials Science and Engineering,9836,13069,2021,6
IITK,Mathematics and Scientific Computing (B.Sc),2345,2858,2021,6
IITK,Mechanical Engineering,4738,7140,2021,6
IITK,Physics (B.Sc),7271,11160,2021,6
IITK,Statistics and Data Science (B.Sc),1551,3102,2021,6
IITM,Aerospace Engineering,6216,7031,2021,6
IITM,Aerospace Engineering (5),8218,8218,2021,6
IITM,Biological Engineering (5),7030,10710,2021,6
IITM,Biological Sciences (5),11687,15620,2021,6
IITM,Chemical Engineering,5373,7696,2021,6
IITM,Civil Engineering,8145,11569,2021,6
IITM,Computer Science and Engineering,363,644,2021,6
IITM,Electrical Engineering,765,2199,2021,6
IITM,Engineering Design (5),6986,10571,2021,6
IITM,Engineering Physics,2044,4961,2021,6
IITM,Mechanical Engineering,3288,6344,2021,6
IITM,Metallurgical and Materials Engineering,9531,12037,2021,6
IITM,Naval Architecture and Ocean Engineering,11616,14636,2021,6
IITM,Physics (5),7208,7208,2021,6
IIT Gnd,Chemical Engineering,14010,15681,2021,6
IIT Gnd,Civil Engineering,16097,17144,2021,6
IIT Gnd,Computer Science and Engineering,2172,3260,2021,6
IIT Gnd,Electrical Engineering,6230,9867,2021,6
IIT Gnd,Materials Engineering,14494,20952,2021,6
IIT Gnd,Mechanical Engineering,9402,15718,2021,6
IIT Patna,Artificial Intelligence and Data Science,5822,8950,2021,6
IIT Patna,Chemical Engineering,18285,20669,2021,6
IIT Patna,Civil Engineering,21436,21896,2021,6
IIT Patna,Computer Science and Engineering,5834,7119,2021,6
IIT Patna,Electrical and Electronics Engineering,10321,12521,2021,6
IIT Patna,Engineering Physics,18869,19520,2021,6
IIT Patna,Mathematics and Computing (B.Sc),9005,9591,2021,6
IIT Patna,Mechanical Engineering,17604,19425,2021,6
IIT Patna,Metallurgical and Materials Engineering,20753,24638,2021,6
IITR,"Architecture (5, B.Arch)",17602,28586,2021,6
IITR,Biosciences and Bioengineering,11412,13746,2021,6
IITR,Chemical Engineering,8302,10177,2021,6
IITR,Chemical Sciences (5),16557,18104,2021,6
IITR,Civil Engineering,10532,13465,2021,6
IITR,Computer Science and Engineering,801,1205,2021,6
IITR,Economics (5),10324,10352,2021,6
IITR,Electrical Engineering,3916,5266,2021,6
IITR,Electronics and Communication Engineering,1301,3389,2021,6
IITR,Engineering Physics,8953,11078,2021,6
IITR,Geological Technology (5),15485,17792,2021,6
IITR,Geophysical Technology (5),16024,16960,2021,6
IITR,Mathematics & Computing (5),3317,4633,2021,6
IITR,Mechanical Engineering,5533,9417,2021,6
IITR,Metallurgical and Materials Engineering,12295,14280,2021,6
IITR,Physics (5),7623,9605,2021,6
IITR,Production and Industrial Engineering,11637,13222,2021,6
IIT (ISM) Dhanbad,Applied Geology (5),24707,24707,2021,6
IIT (ISM) Dhanbad,Applied Geophysics (5),20887,21849,2021,6
IIT (ISM) Dhanbad,Chemical Engineering,16541,18935,2021,6
IIT (ISM) Dhanbad,Civil Engineering,17934,19513,2021,6
IIT (ISM) Dhanbad,Computer Science and Engineering,2840,5666,2021,6
IIT (ISM) Dhanbad,Electrical Engineering,10161,13681,2021,6
IIT (ISM) Dhanbad,Electronics and Communication Engineering,7298,11313,2021,6
IIT (ISM) Dhanbad,Engineering Physics,16056,16360,2021,6
IIT (ISM) Dhanbad,Environmental Engineering,20865,24361,2021,6
IIT (ISM) Dhanbad,Mathematics and Computing (5),6848,8275,2021,6
IIT (ISM) Dhanbad,Mechanical Engineering,13697,17719,2021,6
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,21433,23049,2021,6
IIT (ISM) Dhanbad,Mining Engineering,21389,25065,2021,6
IIT (ISM) Dhanbad,Mining Machinery Engineering,23306,26162,2021,6
IIT (ISM) Dhanbad,Petroleum Engineering,15491,20474,2021,6
IIT Ropar,Chemical Engineering,16421,17282,2021,6
IIT Ropar,Civil Engineering,20452,20906,2021,6
IIT Ropar,Computer Science and Engineering,2882,5015,2021,6
IIT Ropar,Electrical Engineering,5107,11573,2021,6
IIT Ropar,Mathematics and Computing,5464,6728,2021,6
IIT Ropar,Mechanical Engineering,13637,16926,2021,6
IIT Ropar,Metallurgical and Materials Engineering,17178,21497,2021,6
IIT BHU,"Architecture (5, B.Arch)",28872,28872,2021,6
IIT BHU,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology (5),17783,21126,2021,6
IIT BHU,Bioengineering with M.Tech in Biomedical Technology (5),18874,20345,2021,6
IIT BHU,Ceramic Engineering,19868,21712,2021,6
IIT BHU,Ceramic Engineering (5),21060,25224,2021,6
IIT BHU,Chemical Engineering,10619,15176,2021,6
IIT BHU,Civil Engineering,15016,18136,2021,6
IIT BHU,Civil Engineering (5),18153,18350,2021,6
IIT BHU,Computer Science and Engineering,1322,2030,2021,6
IIT BHU,Computer Science and Engineering (5),3414,3590,2021,6
IIT BHU,Electrical Engineering,6948,7926,2021,6
IIT BHU,Electrical Engineering with M.Tech. in Power Electronics (5),8091,8375,2021,6
IIT BHU,Electronics Engineering,4741,6852,2021,6
IIT BHU,Engineering Physics (5),13723,14495,2021,6
IIT BHU,Industrial Chemistry (5),20810,21022,2021,6
IIT BHU,Materials Science and Technology (5),19700,20289,2021,6
IIT BHU,Mathematics and Computing (5),4085,5510,2021,6
IIT BHU,Mechanical Engineering,11071,13877,2021,6
IIT BHU,Mechanical Engineering (5),11661,13920,2021,6
IIT BHU,Metallurgical Engineering,15990,18918,2021,6
IIT BHU,Metallurgical Engineering (5),19046,20246,2021,6
IIT BHU,Mining Engineering,17989,23990,2021,6
IIT BHU,Mining Engineering (5),25558,26211,2021,6
IIT BHU,Pharmaceutical Engineering & Technology,19268,21890,2021,6
IIT BHU,Pharmaceutical Engineering & Technology (5),22594,23878,2021,6
IITG,Biosciences and Bioengineering,15261,16945,2021,6
IITG,Chemical Engineering,10898,11933,2021,6
IITG,Chemical Science and Technology,10763,14925,2021,6
IITG,Civil Engineering,13819,15895,2021,6
IITG,Computer Science and Engineering,1231,1648,2021,6
IITG,Data Science and Artificial Intelligence,1771,2244,2021,6
IITG,Electronics and Communication Engineering,3528,4693,2021,6
IITG,Electronics and Electrical Engineering,4980,6041,2021,6
IITG,Engineering Physics,12812,14176,2021,6
IITG,Mathematics and Computing,2035,3390,2021,6
IITG,Mechanical Engineering,8577,12266,2021,6
IIT Bhilai,Computer Science and Engineering,8978,10572,2021,6
IIT Bhilai,Data Science and Artificial Intelligence,8884,10828,2021,6
IIT Bhilai,Electrical Engineering,14257,17279,2021,6
IIT Bhilai,Mechanical Engineering,17716,20660,2021,6
IIT Goa,Computer Science and Engineering,6138,8326,2021,6
IIT Goa,Electrical Engineering,12706,15338,2021,6
IIT Goa,Mathematics and Computing,9768,11348,2021,6
IIT Goa,Mechanical Engineering,19765,20329,2021,6
IIT Palakkad,Civil Engineering,22485,24053,2021,6
IIT Palakkad,Computer Science and Engineering,7797,9373,2021,6
IIT Palakkad,Electrical Engineering,12910,15441,2021,6
IIT Palakkad,Mechanical Engineering,21802,22595,2021,6
IIT Tirupati,Chemical Engineering,18952,22682,2021,6
IIT Tirupati,Civil Engineering,20636,23140,2021,6
IIT Tirupati,Computer Science and Engineering,3525,6899,2021,6
IIT Tirupati,Electrical Engineering,10459,15271,2021,6
IIT Tirupati,Mechanical Engineering,18920,20617,2021,6
IIT Jammu,Chemical Engineering,21795,24990,2021,6
IIT Jammu,Civil Engineering,24342,25309,2021,6
IIT Jammu,Computer Science and Engineering,8744,10552,2021,6
IIT Jammu,Electrical Engineering,15465,18056,2021,6
IIT Jammu,Materials Science and Engineering,25281,26294,2021,6
IIT Jammu,Mechanical Engineering,22630,24256,2021,6
IIT Dharwad,Computer Science and Engineering,5932,9959,2021,6
IIT Dharwad,Electrical Engineering,13098,17334,2021,6
IIT Dharwad,Engineering Physics,16278,16278,2021,6
IIT Dharwad,Mechanical Engineering,21502,23521,2021,6
IIT Bhuv,Civil Engineering,16138,20164,2022,1
IIT Bhuv,Civil Engineering and M. Tech. in Structural Engineering (5),18771,18771,2022,1
IIT Bhuv,Civil Engineering and M.Tech in Transportation Engineering (5),20790,20790,2022,1
IIT Bhuv,Civil Engineering and M.Tech. in Environmental Engineering (5),17139,17139,2022,1
IIT Bhuv,Computer Science and Engineering,3119,4620,2022,1
IIT Bhuv,Computer Science and Engineering (5),5048,5048,2022,1
IIT Bhuv,Electrical Engineering and M.Tech Power Electronics and Drives (5),11359,11359,2022,1
IIT Bhuv,Electrical Engineering,8358,9619,2022,1
IIT Bhuv,Electronics and Communication Engineering,5869,6675,2022,1
IIT Bhuv,Mechanical Engineering,14399,15583,2022,1
IIT Bhuv,Mechanical Engineering and M. Tech. in Mechanical System Design (5),16422,16422,2022,1
IIT Bhuv,Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5),19088,19088,2022,1
IIT Bhuv,Mechanical Engineering with M.Tech. in Manufacturing Engineering (5),17940,17940,2022,1
IIT Bhuv,Metallurgical and Materials Engineering,18657,18693,2022,1
IIT Bhuv,Metallurgical and Materials Engineering (5),14070,14070,2022,1
IITB,Aerospace Engineering,485,3968,2022,1
IITB,BS in Mathematics (B.Sc),1248,3895,2022,1
IITB,Chemical Engineering,2571,4591,2022,1
IITB,Chemistry (B.Sc),10036,10957,2022,1
IITB,Civil Engineering,4728,7079,2022,1
IITB,Computer Science and Engineering,16,305,2022,1
IITB,Economics (B.Sc),3238,3551,2022,1
IITB,Electrical Engineering,1065,1283,2022,1
IITB,Electrical Engineering (5),1379,1901,2022,1
IITB,Energy Engineering,3498,4990,2022,1
IITB,Engineering Physics,2113,3349,2022,1
IITB,Environmental Science and Engineering (5),8187,9590,2022,1
IITB,Mechanical Engineering,971,3036,2022,1
IITB,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5),3531,4102,2022,1
IITB,Metallurgical Engineering and Materials Science,6625,8417,2022,1
IIT Mandi,Bio Engineering (5),18277,20984,2022,1
IIT Mandi,Civil Engineering,15540,17662,2022,1
IIT Mandi,Computer Science and Engineering,5239,5608,2022,1
IIT Mandi,Data Science and Engineering,5774,6307,2022,1
IIT Mandi,Electrical Engineering,8217,11025,2022,1
IIT Mandi,Engineering Physics,16189,16863,2022,1
IIT Mandi,Mechanical Engineering,13581,15190,2022,1
IITD,Biotechnology and Biochemical Engineering,4717,10094,2022,1
IITD,Chemical Engineering,3327,4570,2022,1
IITD,Chemical Engineering (5),5031,6821,2022,1
IITD,Civil Engineering,4603,8206,2022,1
IITD,Computer Science and Engineering,342,450,2022,1
IITD,Computer Science and Engineering (5),522,700,2022,1
IITD,Electrical Engineering,1079,1572,2022,1
IITD,Electrical Engineering (Power and Automation),1645,2088,2022,1
IITD,Energy Engineering,5110,6398,2022,1
IITD,Engineering and Computational Mechanics,1361,2792,2022,1
IITD,Engineering Physics,4007,6565,2022,1
IITD,Materials Engineering,9160,10092,2022,1
IITD,Mathematics and Computing,697,942,2022,1
IITD,Mathematics and Computing (5),943,1026,2022,1
IITD,Mechanical Engineering,3330,4227,2022,1
IITD,Production and Industrial Engineering,6668,8700,2022,1
IITD,Textile Technology,8455,11244,2022,1
IITI,Civil Engineering,14765,16081,2022,1
IITI,Computer Science and Engineering,2102,2750,2022,1
IITI,Electrical Engineering,5293,7395,2022,1
IITI,Mechanical Engineering,11083,13376,2022,1
IITI,Metallurgical Engineering and Materials Science,15777,17813,2022,1
IITKgp,Aerospace Engineering,9562,9700,2022,1
IITKgp,Aerospace Engineering (5),11128,12031,2022,1
IITKgp,Agricultural and Food Engineering,15051,15715,2022,1
IITKgp,Agricultural and Food Engineering with M.Tech. in any of the listed specializations (5),16279,17273,2022,1
IITKgp,Applied Geology (B.Sc),17979,18822,2022,1
IITKgp,"Architecture (5, B.Arch)",12632,23651,2022,1
IITKgp,Biotechnology and Biochemical Engineering,12620,13070,2022,1
IITKgp,Biotechnology and Biochemical Engineering (5),13568,14190,2022,1
IITKgp,Chemical Engineering,6608,9014,2022,1
IITKgp,Chemical Engineering (5),11606,11736,2022,1
IITKgp,Chemistry (B.Sc),17565,18558,2022,1
IITKgp,Civil Engineering,12063,12628,2022,1
IITKgp,Civil Engineering with any of the listed specialization (5),13117,14090,2022,1
IITKgp,Computer Science and Engineering,766,873,2022,1
IITKgp,Computer Science and Engineering (5),982,1256,2022,1
IITKgp,Economics (B.Sc),7712,9527,2022,1
IITKgp,Electrical Engineering,3052,3676,2022,1
IITKgp,Electrical Engineering with M.Tech. in any of the listed specializations (5),3970,4951,2022,1
IITKgp,Electronics and Electrical Communication Engineering,1654,2316,2022,1
IITKgp,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations (5),2632,3432,2022,1
IITKgp,Exploration Geophysics (B.Sc),17546,19571,2022,1
IITKgp,Industrial and Systems Engineering,8027,9190,2022,1
IITKgp,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),9398,12090,2022,1
IITKgp,Instrumentation Engineering,5373,5455,2022,1
IITKgp,Manufacturing Science and Engineering,12126,12419,2022,1
IITKgp,Manufacturing Science and Engineering with M.Tech. in Industrial and Systems Engineering and Management (5),12657,12951,2022,1
IITKgp,Mathematics and Computing (B.Sc),3161,3665,2022,1
IITKgp,Mechanical Engineering,5533,8805,2022,1
IITKgp,Mechanical Engineering with M.Tech. in any of the listed specializations (5),9315,10784,2022,1
IITKgp,Metallurgical and Materials Engineering,11706,12375,2022,1
IITKgp,Metallurgical and Materials Engineering (5),14464,15485,2022,1
IITKgp,Mining Engineering,15600,16612,2022,1
IITKgp,Mining Engineering (5),17128,18441,2022,1
IITKgp,Mining Safety Engineering (5),18055,20022,2022,1
IITKgp,Ocean Engineering and Naval Architecture,13783,14690,2022,1
IITKgp,Ocean Engineering and Naval Architecture (5),15162,15734,2022,1
IITKgp,Physics (B.Sc),13819,16506,2022,1
IITH,Artificial Intelligence,1762,1816,2022,1
IITH,Biomedical Engineering,11785,12011,2022,1
IITH,Biotechnology and Bioinformatics,10714,10714,2022,1
IITH,Chemical Engineering,10056,11329,2022,1
IITH,Civil Engineering,12078,13159,2022,1
IITH,Computational Engineering,3260,3260,2022,1
IITH,Computer Science and Engineering,631,1503,2022,1
IITH,Electrical Engineering,2592,3294,2022,1
IITH,Electrical Engineering (IC Design and Technology),2840,4082,2022,1
IITH,Engineering Physics,9251,10587,2022,1
IITH,Engineering Science,5319,7402,2022,1
IITH,Industrial Chemistry,13828,13828,2022,1
IITH,Materials Science and Metallurgical Engineering,12043,13277,2022,1
IITH,Mathematics and Computing,2043,2194,2022,1
IITH,Mechanical Engineering,7880,9551,2022,1
IIT Jodh,Artificial Intelligence and Data Science,5569,6465,2022,1
IIT Jodh,Bio Engineering,15081,16460,2022,1
IIT Jodh,Chemical Engineering,15133,17756,2022,1
IIT Jodh,Chemistry with Specialization (B.Sc),21702,22103,2022,1
IIT Jodh,Civil and Infrastructure Engineering,18446,19626,2022,1
IIT Jodh,Computer Science and Engineering,3056,5221,2022,1
IIT Jodh,Electrical Engineering,8443,10994,2022,1
IIT Jodh,Materials Engineering,19464,20312,2022,1
IIT Jodh,Mechanical Engineering,13002,16466,2022,1
IIT Jodh,Physics with Specialization (B.Sc),19194,21469,2022,1
IITK,Aerospace Engineering,7414,9053,2022,1
IITK,Biological Sciences and Bioengineering,7344,11801,2022,1
IITK,Chemical Engineering,4865,7516,2022,1
IITK,Chemistry (B.Sc),13613,17443,2022,1
IITK,Civil Engineering,8858,12220,2022,1
IITK,Computer Science and Engineering,545,751,2022,1
IITK,Earth Sciences (B.Sc),14605,17533,2022,1
IITK,Economics (B.Sc),4964,6825,2022,1
IITK,Electrical Engineering,2166,3169,2022,1
IITK,Materials Science and Engineering,10097,12359,2022,1
IITK,Mathematics and Scientific Computing (B.Sc),2212,2856,2022,1
IITK,Mechanical Engineering,4746,7999,2022,1
IITK,Physics (B.Sc),8845,12428,2022,1
IITK,Statistics and Data Science (B.Sc),3018,3060,2022,1
IITM,Aerospace Engineering,1602,7319,2022,1
IITM,Aerospace Engineering (5),7705,7705,2022,1
IITM,Biological Engineering (5),4363,5674,2022,1
IITM,Biological Sciences (5),8204,14757,2022,1
IITM,Chemical Engineering,4701,8356,2022,1
IITM,Civil Engineering,8618,10175,2022,1
IITM,Computer Science and Engineering,425,588,2022,1
IITM,Electrical Engineering,620,2184,2022,1
IITM,Engineering Design (5),5932,8323,2022,1
IITM,Engineering Physics,3807,7718,2022,1
IITM,Mechanical Engineering,2783,6692,2022,1
IITM,Metallurgical and Materials Engineering,8813,10500,2022,1
IITM,Naval Architecture and Ocean Engineering,9043,13521,2022,1
IITM,Physics (5),10266,10266,2022,1
IIT Gnd,Chemical Engineering,12243,14421,2022,1
IIT Gnd,Civil Engineering,15577,16532,2022,1
IIT Gnd,Computer Science and Engineering,2346,3010,2022,1
IIT Gnd,Computer Science and Engineering (5),3809,4376,2022,1
IIT Gnd,Electrical Engineering,5902,7522,2022,1
IIT Gnd,Electrical Engineering (5),9406,10297,2022,1
IIT Gnd,Materials Engineering,12838,15355,2022,1
IIT Gnd,Mechanical Engineering,9182,12133,2022,1
IIT Patna,Artificial Intelligence and Data Science,6130,7115,2022,1
IIT Patna,Chemical Engineering,17808,19143,2022,1
IIT Patna,Civil Engineering,18464,20968,2022,1
IIT Patna,Computer Science and Engineering,4458,5749,2022,1
IIT Patna,Electrical and Electronics Engineering,10371,10814,2022,1
IIT Patna,Engineering Physics,18952,19659,2022,1
